uid,formula,charge,n_c,n_h,n_n,n_o,n_atoms,symmetry,method,basis,scales_seen,n_modes,weight,total_e,vib_e,n_solo,n_duo,n_trio,n_quartet,n_quintet,n_ch2,n_chx,dois,route,n_ch,n_ch3
519,C11H9,0,11,9,0,0,20,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,141.07042500,-424.55985091,101.71990000,0,0,3,4,0,2,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
503,C11H8O,0,11,8,0,1,20,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,156.05751000,-499.21262776,98.65090000,0,0,3,4,0,0,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
501,C11H8O,0,11,8,0,1,20,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,156.05751000,-499.21729123,98.58340000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
531,C11H9O,0,11,9,0,1,21,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,157.06533500,-499.77686523,104.74650000,1,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
322,C11H10,0,11,10,0,0,21,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-425.21117914,110.06680000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00140-2;10.1016/s1386-1425(97)00022-x,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
320,C11H10,0,11,10,0,0,21,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-425.20968172,110.33910000,0,0,3,4,0,0,,10.1016/s0301-0104(98)00140-2;10.1016/s1386-1425(97)00022-x,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
507,C11H10O,0,11,10,0,1,22,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,158.07316000,-500.41006020,113.27000000,0,0,3,4,0,2,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
505,C11H10O,0,11,10,0,1,22,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,158.07316000,-500.41213437,113.01880000,1,2,0,4,0,2,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
530,C11H7O+,1,11,7,0,1,19,1-A',RB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",51,155.04968500,-498.34676810,91.91790000,1,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
526,C11H8+,1,11,8,0,0,19,2-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",51,140.06260000,-423.63112931,94.82790000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
466,C11H7N+,1,11,7,1,0,19,"2-A""",UB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",51,153.05784500,-477.84010035,91.47790000,0,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
464,C11H7N+,1,11,7,1,0,19,"2-A""",UB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",51,153.05784500,-477.83849001,91.39750000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
522,C11H9+,1,11,9,0,0,20,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,141.07042500,-424.32292975,103.39750000,1,2,0,4,0,2,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
520,C11H9+,1,11,9,0,0,20,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,141.07042500,-424.32366176,103.51190000,0,0,3,4,0,2,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
504,C11H8O+,1,11,8,0,1,20,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,156.05751000,-498.92126882,98.12850000,0,0,3,4,0,0,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
502,C11H8O+,1,11,8,0,1,20,"2-A""",UB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",54,156.05751000,-498.92741593,98.18670000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
532,C11H9O+,1,11,9,0,1,21,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,157.06533500,-499.56463966,106.99950000,1,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
323,C11H10+,1,11,10,0,0,21,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-424.93812286,109.72560000,1,2,0,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
321,C11H10+,1,11,10,0,0,21,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-424.93721494,109.98100000,0,0,3,4,0,0,,10.1016/s0301-0104(98)00140-2;10.1016/s1386-1425(97)00022-x,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
508,C11H10O+,1,11,10,0,1,22,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,158.07316000,-500.13846104,112.84380000,0,0,3,4,0,2,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
506,C11H10O+,1,11,10,0,1,22,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,158.07316000,-500.14151120,112.73710000,1,2,0,4,0,2,,10.1016/s0301-0104(98)00143-8,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4424,C11H8+2,2,11,8,0,0,19,"3-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",51,140.06260000,-423.17029974,93.84540000,1,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
4423,C11H9+2,2,11,9,0,0,20,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,141.07042500,-423.86586137,102.45240000,1,2,0,4,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4422,C11H9+2,2,11,9,0,0,20,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,141.07042500,-423.85336614,102.03880000,0,0,3,4,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4370,C11H10+2,2,11,10,0,0,21,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-424.47067408,108.77440000,1,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
4369,C11H10+2,2,11,10,0,0,21,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",57,142.07825000,-424.47231882,108.91860000,0,0,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,3
269,C12H8N2-,-1,12,8,2,0,22,2-B3U,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,180.06874000,-571.63720190,104.72760000,0,0,0,8,0,0,,10.1016/j.asr.2005.03.127,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
385,C12H8,0,12,8,0,0,20,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,152.06260000,-462.08818098,100.28340000,0,2,6,0,0,0,,10.1007/s002140050526,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
267,C12H8N2,0,12,8,2,0,22,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,180.06874000,-571.60650787,107.04250000,0,0,0,8,0,0,,10.1016/j.asr.2005.03.127,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
202,C12H10,0,12,10,0,0,22,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,154.07825000,-463.30606635,114.18500000,0,0,0,0,10,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
386,C12H8+,1,12,8,0,0,20,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,152.06260000,-461.81463789,99.90890000,0,2,6,0,0,0,,10.1007/s002140050526,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
268,C12H8N2+,1,12,8,2,0,22,2-B2G,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,180.06874000,-571.32398151,106.51020000,0,0,0,8,0,0,,10.1016/j.asr.2005.03.127,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
203,C12H10+,1,12,10,0,0,22,2-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,154.07825000,-463.02683134,114.10230000,0,0,0,0,10,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4409,C12H8+2,2,12,8,0,0,20,3-B2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",54,152.06260000,-461.34864190,99.07040000,0,2,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4353,C12H10+2,2,12,10,0,0,22,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,154.07825000,-462.56799970,113.44410000,0,0,0,0,10,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
52,C13H9-,-1,13,9,0,0,22,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,165.07042500,-500.84081105,108.87320000,0,0,9,0,0,0,,10.1016/s0301-0104(00)00310-4,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
278,C13H9N-,-1,13,9,1,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.57340617,111.65610000,1,0,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2358,C13,0,13,0,0,0,13,1-A',RB3LYP,6-31g*,"0.9097,0.9691,0.9794",33,156.00000000,-494.76355197,39.01820000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
53,C13H9,0,13,9,0,0,22,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,165.07042500,-500.81058977,110.55650000,0,0,9,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
55,C13H10,0,13,10,0,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-501.32716774,115.66280000,2,0,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
54,C13H10,0,13,10,0,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-501.41459391,118.33650000,0,2,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
491,C13H9N,0,13,9,1,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.56680440,114.68280000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
489,C13H9N,0,13,9,1,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.56853219,114.63200000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
487,C13H9N,0,13,9,1,0,23,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.57041325,114.59810000,1,0,0,8,0,0,,10.1016/j.saa.2017.03.044;10.1016/s0301-0104(98)00139-6;10.1016/s1386-1425(97)00022-x;10.1021/jp9731563,# becke3lyp/6-31G* freq guess=check geom=check,0,0
276,C13H9N,0,13,9,1,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.57775724,114.86680000,1,0,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
274,C13H9N,0,13,9,1,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.58018981,114.91610000,0,2,3,4,0,0,,10.1021/jp021938c,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
49,C13H9+,1,13,9,0,0,22,1-A1',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,165.07042500,-500.58780387,112.29870000,0,0,9,0,0,0,,10.1016/s0301-0104(00)00310-4;10.1016/s1386-1425(00)00453-4,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
51,C13H10+,1,13,10,0,0,23,2-A2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-501.13165193,116.65980000,2,0,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
50,C13H10+,1,13,10,0,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-501.16233887,118.24150000,0,2,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
492,C13H9N+,1,13,9,1,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.30291493,114.63440000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
490,C13H9N+,1,13,9,1,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.30659794,114.63460000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
488,C13H9N+,1,13,9,1,0,23,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.30310597,114.44460000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00139-6;10.1021/jp9731563,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
277,C13H9N+,1,13,9,1,0,23,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.29237585,113.89310000,1,0,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
275,C13H9N+,1,13,9,1,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,179.07349500,-555.30415799,114.46310000,0,2,3,4,0,0,,10.1021/jp021938c,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4291,C13H9+2,2,13,9,0,0,22,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",60,165.07042500,-500.10996510,109.75830000,0,0,9,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4293,C13H10+2,2,13,10,0,0,23,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-500.74414698,118.12210000,2,0,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4292,C13H10+2,2,13,10,0,0,23,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,166.07825000,-500.73114908,117.62480000,0,2,6,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
2359,C14,0,14,0,0,0,14,1-A1,RB3LYP,6-31g*,"0.9097,0.9691,0.9794",36,168.00000000,-532.84107817,42.71790000,0,0,0,0,0,0,,10.1088/0004-637x/799/2/131,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
517,C14H9,0,14,9,0,0,23,2-A1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.84255997,114.04880000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
515,C14H9,0,14,9,0,0,23,2-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.84294928,113.80340000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
513,C14H9,0,14,9,0,0,23,2-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.84288378,113.88280000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
273,C14H10,0,14,10,0,0,24,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-539.53863079,122.25560000,0,2,0,8,0,0,,10.1021/jp952074g,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
265,C14H10,0,14,10,0,0,24,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-539.53048535,122.03270000,2,0,0,8,0,0,,10.1016/j.saa.2017.03.044;10.1021/jp952074g,# becke3lyp/6-31G* freq guess=check geom=check,0,0
481,C14H11N,0,14,11,1,0,26,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.88443886,132.43910000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6;10.1016/s1386-1425(97)00022-x;10.1021/jp9731563,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
479,C14H11N,0,14,11,1,0,26,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.88269342,132.69650000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
477,C14H11N,0,14,11,1,0,26,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.87946364,132.67770000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
340,C14H12,0,14,12,0,0,26,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,180.09390000,-540.74018527,136.91210000,0,0,0,8,0,4,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
338,C14H12,0,14,12,0,0,26,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,180.09390000,-540.73510013,136.52510000,0,0,0,8,0,4,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
339,C14H16,0,14,16,0,0,30,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",84,184.12520000,-543.08110957,163.97870000,0,4,0,0,0,12,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
518,C14H9+,1,14,9,0,0,23,3-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.59220215,114.32550000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
516,C14H9+,1,14,9,0,0,23,"3-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.58952094,114.05900000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
514,C14H9+,1,14,9,0,0,23,"3-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.59062809,114.17760000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00140-2,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
365,C14H10+,1,14,10,0,0,24,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-539.27022612,122.08760000,0,2,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
266,C14H10+,1,14,10,0,0,24,2-B2G,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-539.28045411,122.32240000,2,0,0,8,0,0,,10.1021/jp952074g,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
482,C14H11N+,1,14,11,1,0,26,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.65504609,132.90320000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6;10.1021/jp9731563,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
480,C14H11N+,1,14,11,1,0,26,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.65233035,132.93510000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
478,C14H11N+,1,14,11,1,0,26,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,193.08914500,-594.65418920,132.99700000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
366,C14H12+,1,14,12,0,0,26,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,180.09390000,-540.47150819,136.72210000,0,0,0,8,0,4,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4421,C14H9+2,2,14,9,0,0,23,2-B,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.14200294,112.38710000,1,0,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4420,C14H9+2,2,14,9,0,0,23,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.15899316,113.68260000,3,2,0,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4419,C14H9+2,2,14,9,0,0,23,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",63,177.07042500,-538.15022969,112.18830000,2,0,3,4,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4359,C14H10+2,2,14,10,0,0,24,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-538.82944374,121.86550000,0,2,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4358,C14H10+2,2,14,10,0,0,24,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",66,178.07825000,-538.85553500,122.17910000,2,0,0,8,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4384,C14H12+2,2,14,12,0,0,26,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,180.09390000,-540.02910852,135.82730000,0,0,0,8,0,4,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4382,C14H12+2,2,14,12,0,0,26,3-B,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",72,180.09390000,-540.00822302,133.18130000,0,0,0,8,0,4,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4383,C14H16+2,2,14,16,0,0,30,3-A',UB3LYP,6-31g*,"0.9597,0.9691,0.9794",84,184.12520000,-542.39339321,159.41150000,0,4,0,0,0,12,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
471,C15H9N,0,15,9,1,0,25,1-A',RB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",69,203.07349500,-631.77434537,121.13890000,3,2,0,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
469,C15H9N,0,15,9,1,0,25,1-A',RB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",69,203.07349500,-631.77448929,121.21670000,2,0,3,4,0,0,,10.1016/s0301-0104(98)00139-6,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
467,C15H9N,0,15,9,1,0,25,1-A1,RB3LYP,6-31g*,"0.9097,0.9597,0.9691,0.9794",69,203.07349500,-631.77476390,121.25110000,1,0,0,8,0,0,,10.1016/s0301-0104(98)00139-6;10.1016/s1386-1425(97)00022-x;10.1021/jp9731563,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
