band_id,phase,source,record,species,formula,charge,n_c,uid,temperature_K,resolution_cm,frequency_cm,intensity,intensity_unit,snr,fwhm_cm,u_c_cm,u_res_cm,source_ref,role,family,temperature_source,chi_F_cm_per_K,chi_F_source,nu_m_cm,u_296_cm,delta_T_cm,u_T_cm,u_band_cm,u_band_without_T_cm,nu_m_source
2793,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,462.8,17.723,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2794,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,508.0,20.364,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2795,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,510.4,1.788,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2796,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,578.2,22.363,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2797,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,617.2,2.8111,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2798,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,706.3,35.043,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2799,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,737.6,44.56,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2800,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,742.7,20.818,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2801,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,762.7,1.2415,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2802,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,769.7,2.0959,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2803,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,779.1,6.6958,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2804,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,795.1,51.323,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2805,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,820.0,2.3114,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2806,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,845.6,5.2318,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2807,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,869.9,2.3174,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2808,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,876.6,24.235,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2809,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,889.9,6.9824,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2810,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,896.9,45.019,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2811,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,917.2,0.68807,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2812,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,953.1,6.2419,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2813,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,964.4,0.83898,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2814,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,979.6,0.66845,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2815,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1003.7,7.4807,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2816,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1013.0,5.774,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2817,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1074.9,0.92019,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2818,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1099.6,0.68246,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
2819,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1120.6,8.0874,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2820,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1129.5,0.78489,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2821,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1137.5,5.7264,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2822,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1151.5,1.9547,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2823,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1170.0,3.8827,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2824,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1184.8,3.3618,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2825,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1196.2,2.5936,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2826,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1211.3,10.929,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2827,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1227.6,1.0184,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2828,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1243.6,2.8957,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
2829,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1277.2,4.17,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2830,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1283.1,3.991,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2831,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1294.9,2.016,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2832,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1303.4,5.4666,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2833,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1314.6,2.3028,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2834,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1323.3,3.9339,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2835,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1341.2,3.6974,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2836,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1345.5,4.0672,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2837,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1349.4,1.8963,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2838,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1353.4,6.3535,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2839,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1405.7,14.364,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2840,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1410.0,17.271,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2841,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1420.4,2.6076,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2842,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1429.2,13.732,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2843,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1438.1,78.067,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2844,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1469.1,7.4429,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2845,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1476.5,11.474,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2846,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1482.5,2.078,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
2847,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1509.7,8.3999,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2848,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1533.6,2.8382,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2849,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1561.4,6.9504,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2850,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1566.2,12.699,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2851,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1574.7,9.2318,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2852,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1579.3,7.6329,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2853,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1603.9,7.1911,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2854,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1619.0,1.0017,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2855,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1627.4,3.3568,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2856,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1633.9,4.056,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CC-stretch (6.2 um),,,,,,,,,,
2857,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1662.5,1.9538,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2858,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1669.9,0.51927,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2859,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1692.0,7.3662,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2860,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1707.5,3.2405,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2861,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1732.6,2.3505,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2862,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1760.0,1.1106,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2863,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1793.6,16.982,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2864,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1814.0,4.6156,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2865,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1835.2,5.1908,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2866,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1853.2,6.5407,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2867,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1904.4,4.9423,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2868,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1919.6,4.0009,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2869,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1926.5,8.4591,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2870,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,1942.0,8.9053,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,overtone / combination region,,,,,,,,,,
2871,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,2968.7,2.455,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2872,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,2982.4,1.8722,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2873,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,3027.4,35.019,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2874,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,3064.4,112.54,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2875,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,3090.8,52.541,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2876,matrix,PAHdb experimental 3.10 (Ar matrix),uid 534,naptho-anthraceno-pyrene or dibenzoheptacene,C36H20,0,36,534,,,3160.2,1.1316,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-stretch,,,,,,,,,,
2877,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,508.5,23.16,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2878,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,575.5,148.06,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,low / skeletal,,,,,,,,,,
2879,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,705.6,38.06,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2880,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,751.3,39.07,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2881,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,760.8,24.0,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2882,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,765.8,34.76,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2883,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,797.3,63.73,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2884,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,820.7,18.2,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2885,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,879.5,21.88,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2886,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,923.4,40.06,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
2887,matrix,PAHdb experimental 3.10 (Ar matrix),uid 542,"dibenzo[hi,wx]heptacene or naptho-anthraceno-pyrene",C36H20+,1,36,542,,,997.1,13.2,relative (PAHdb experimental),,,,,10.1016/j.saa.2014.04.017,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
