pair_id,uid,formula,charge,n_c,n_h,has_n,n_solo,n_duo,n_trio,n_quartet,point_group,ladder,lab_doi,species_name,nu_lab_cm,rel_int_lab,nu_scaled_cm,nu_unscaled_cm,scale,scale_region,intensity_km_mol,log10_intensity,rel_int_comp,irrep,family,n_candidates,y_cm
1044,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,788.8,0.0795,789.0927,805.6899121911374,0.9794,0,36.984,1.5680138804300254,0.2593,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-0.293
1045,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1361.2,0.0705,1382.7642,1426.8539882365085,0.9691,1,140.5558,2.1478487713666063,0.9856,A',CC-stretch/CH-ip (7.7 um),3,-21.564
1046,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1267.7,0.0545,1266.1534,1306.5250232174185,0.9691,1,6.6494,0.8227824590707454,0.0466,A',CC-stretch/CH-ip (7.7 um),4,1.547
1047,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1560.8,0.0545,1559.5846,1609.3123516664946,0.9691,1,49.8987,1.6980892311909073,0.3499,A',CC-stretch (6.2 um),5,1.215
1048,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,825.8,0.0409,832.5366,850.0475801511129,0.9794,0,6.63,0.8215135284047731,0.0465,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-6.737
1049,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,627.0,0.0386,627.0217,640.2100265468654,0.9794,0,12.4298,1.0944641407417919,0.0872,"A""",low / skeletal,3,-0.022
1050,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1586.5,0.0386,1586.1077,1636.6811474564029,0.9691,1,88.2821,1.945872655341052,0.619,A',CC-stretch (6.2 um),5,0.392
1051,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,907.7,0.0386,905.8636,924.9168878905452,0.9794,0,16.6407,1.2211715911700387,0.1167,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,1.836
1052,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,935.2,0.0364,931.4699,951.061772513784,0.9794,0,1.9355,0.2867931756549739,0.0136,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),5,3.73
1053,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1142.6,0.0318,1147.1179,1183.6940460220824,0.9691,1,11.6728,1.0671750444508024,0.0818,A',CH-ip-bend (8.6 um),3,-4.518
1054,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,836.2,0.025,859.0328,877.1010822952827,0.9794,0,4.1892,0.6221310948618036,0.0294,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-22.833
1055,390,C20H12+,1,20,12,0,1,0,3,8,"2-A""",,10.1021/jp993940i,benzo[a]fluoranthene,1455.9,0.025,1459.5152,1506.0522133938707,0.9691,1,2.0965,0.321494866739587,0.0147,A',CC-stretch/CH-ip (7.7 um),4,-3.615
1056,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,3059.5,1.0,3061.805,3190.377201208711,0.9597,2,10.8314,1.0346845944811849,0.1613,B2,CH-stretch,9,-2.305
1057,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,749.5,0.6255,752.0845,767.9033081478457,0.9794,0,49.1616,1.6916260088739645,0.732,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,-2.585
1058,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,800.6,0.6065,803.2637,820.1589748825811,0.9794,0,47.5474,1.6771267737124431,0.7079,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-2.664
1059,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1400.3,0.4803,1391.2685,1435.6294500051597,0.9691,1,4.7917,0.6804896198105018,0.0713,A1,CC-stretch/CH-ip (7.7 um),2,9.032
1060,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,3078.8,0.3529,3076.5238,3205.714077315828,0.9597,2,18.0469,1.2564026118639207,0.2687,A1,CH-stretch,9,2.276
1061,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1481.3,0.2761,1480.0766,1527.2692188628623,0.9691,1,33.5082,1.5251510989464738,0.4989,B2,CC-stretch/CH-ip (7.7 um),3,1.223
1062,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,910.6,0.2422,913.6177,932.834082091076,0.9794,0,28.8261,1.459785888900476,0.4292,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-3.018
1063,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,719.6,0.1649,721.1062,736.2734327139063,0.9794,0,10.5677,1.0239804758598876,0.1573,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-1.506
1064,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1513.4,0.1618,1510.3864,1558.5454545454547,0.9691,1,15.8267,1.1993903702512327,0.2356,A1,CC-stretch (6.2 um),2,3.014
1065,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,991.5,0.1552,992.7212,1013.6013886052684,0.9794,0,13.0038,1.1140702813743562,0.1936,B2,ring / CH-ip (9-10.5 um),1,-1.221
1066,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1391.0,0.1253,1382.847,1426.9394283355691,0.9691,1,41.3591,1.616571079667936,0.6158,B2,CC-stretch/CH-ip (7.7 um),2,8.153
1067,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,568.1,0.1252,569.783,581.7674086175209,0.9794,0,8.0255,0.9044720990802144,0.1195,B1,low / skeletal,2,-1.683
1068,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1449.8,0.1225,1449.7023,1495.9264265813642,0.9691,1,10.2405,1.0103211619073587,0.1525,B2,CC-stretch/CH-ip (7.7 um),3,0.098
1069,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1477.4,0.12,1474.7784,1521.802084408214,0.9691,1,9.6052,0.9825064121953266,0.143,A1,CC-stretch/CH-ip (7.7 um),3,2.622
1070,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1548.7,0.079,1542.5861,1591.7718501702611,0.9691,1,7.9175,0.8985880720439495,0.1179,B2,CC-stretch (6.2 um),2,6.114
1071,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,891.8,0.0748,883.0669,901.6406983867674,0.9794,0,6.9724,0.8433822942167355,0.1038,B2,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,8.733
1072,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,821.3,0.0746,820.0598,837.3083520522769,0.9794,0,17.4744,1.2424022727632031,0.2602,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,1.24
1073,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1635.0,0.0687,1630.8298,1682.8292229904034,0.9691,1,6.5494,0.816201515468931,0.0975,A1,CC-stretch (6.2 um),2,4.17
1074,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1454.4,0.0649,1439.6253,1485.5281188731813,0.9691,1,7.9856,0.9023075525220472,0.1189,A1,CC-stretch/CH-ip (7.7 um),4,14.775
1075,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,765.7,0.0629,759.8979,775.8810496222177,0.9794,0,6.5396,0.8155511851582965,0.0974,B2,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,5.802
1076,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,652.9,0.0593,652.4748,666.1984888707372,0.9794,0,5.3281,0.7265723672584603,0.0793,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,0.425
1077,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1175.3,0.0479,1177.0844,1214.6160354968526,0.9691,1,2.8739,0.4584716523842314,0.0428,B2,CH-ip-bend (8.6 um),1,-1.784
1078,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1335.8,0.0461,1334.7232,1377.281188731813,0.9691,1,5.7529,0.7598868249509912,0.0857,A1,CC-stretch/CH-ip (7.7 um),2,1.077
1079,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1038.7,0.0451,1042.2563,1064.1783745150092,0.9794,0,2.3511,0.3712711014875845,0.035,B2,ring / CH-ip (9-10.5 um),2,-3.556
1080,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1112.1,0.0419,1102.4249,1137.5759983489836,0.9691,1,1.7236,0.23643648541633017,0.0257,A1,CH-ip-bend (8.6 um),3,9.675
1081,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1569.9,0.0377,1563.8975,1613.762769580023,0.9691,1,3.7696,0.5762952687709888,0.0561,A1,CC-stretch (6.2 um),3,6.003
1082,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1215.5,0.0373,1217.6992,1256.5258487256217,0.9691,1,7.342,0.865814380167968,0.1093,A1,CH-ip-bend (8.6 um),3,-2.199
1083,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1576.9,0.0332,1590.8209,1641.544629037251,0.9691,1,25.2065,1.4015125467390304,0.3753,B2,CC-stretch (6.2 um),2,-13.921
1084,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1222.4,0.0328,1211.6502,1250.283974822,0.9691,1,2.0648,0.3148779915358125,0.0307,A1,CH-ip-bend (8.6 um),3,10.75
1085,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,729.0,0.0319,726.1792,741.4531345721871,0.9794,0,4.2838,0.6318291865006298,0.0638,B2,CH-oop (10.5-15 um; benzene nu11 at 673 included),4,2.821
1086,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1145.8,0.0315,1145.2102,1181.7255185223405,0.9691,1,2.613,0.41713940972732566,0.0389,B2,CH-ip-bend (8.6 um),2,0.59
1087,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1014.6,0.031,1043.8589,1065.814682458648,0.9794,0,4.4752,0.6508124490274521,0.0666,A1,ring / CH-ip (9-10.5 um),3,-29.259
1088,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,954.8,0.031,943.0893,962.9255666734734,0.9794,0,4.3367,0.637159379988064,0.0646,B1,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,11.711
1089,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,590.2,0.0295,591.6813,604.1263018174392,0.9794,0,3.2917,0.5174202474753717,0.049,B2,low / skeletal,2,-1.481
1090,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1269.0,0.0261,1260.3026,1300.4876689712105,0.9691,1,2.9848,0.4749152360327727,0.0444,B2,CC-stretch/CH-ip (7.7 um),1,8.697
1091,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,710.8,0.0253,707.7959,722.6831733714519,0.9794,0,1.5619,0.19365322490719905,0.0233,A1,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,3.004
1092,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1105.0,0.0199,1100.4856,1135.5748632752038,0.9691,1,2.9432,0.4688197748230706,0.0438,B2,CH-ip-bend (8.6 um),2,4.514
1093,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1582.7,0.0188,1608.2359,1659.5149107419254,0.9691,1,1.7887,0.2525375069900041,0.0266,B2,CC-stretch (6.2 um),3,-25.536
1094,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1315.6,0.018,1322.4272,1364.593127644206,0.9691,1,2.7605,0.44098775147615704,0.0411,B2,CC-stretch/CH-ip (7.7 um),3,-6.827
1095,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,503.2,0.0131,500.9378,511.47416785787215,0.9794,0,1.8754,0.2730939116720034,0.0279,B2,low / skeletal,1,2.262
1096,309,C21H13N,0,21,13,1,1,4,0,8,1-A1,,10.1016/j.saa.2017.03.044,dibenz[c.h]acridine,1156.4,0.0097,1137.7952,1174.074089361263,0.9691,1,3.0302,0.48147129385869986,0.0451,B2,CH-ip-bend (8.6 um),3,18.605
1097,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",3083.3,1.0,3088.8343,3218.541523392727,0.9597,2,21.9688,1.3418063351357363,0.3011,A',CH-stretch,11,-5.534
1098,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",767.6,0.5485,768.0609,784.2157443332652,0.9794,0,72.9527,1.8630413698881658,1.0,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-0.461
1099,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",759.0,0.4981,756.7656,772.6828670614661,0.9794,0,19.1105,1.2812720499226344,0.262,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,2.234
1100,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1509.9,0.4096,1505.1389,1553.130636673202,0.9691,1,36.34,1.5603849229720155,0.4981,A',CC-stretch (6.2 um),2,4.761
1101,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",722.6,0.4049,721.8881,737.0717786399837,0.9794,0,34.6689,1.5399400622647381,0.4752,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,0.712
1102,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1415.0,0.3539,1407.099,1451.9647095243008,0.9691,1,30.2649,1.4809392432735191,0.4149,A',CC-stretch/CH-ip (7.7 um),3,7.901
1103,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1383.2,0.2853,1375.4257,1419.2814982973894,0.9691,1,29.5313,1.470282565502143,0.4048,A',CC-stretch/CH-ip (7.7 um),2,7.774
1104,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1449.0,0.1783,1444.1724,1490.2202043132804,0.9691,1,12.0318,1.080330604196845,0.1649,A',CC-stretch/CH-ip (7.7 um),4,4.828
1105,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1495.5,0.1435,1493.3681,1540.9845217211846,0.9691,1,16.1793,1.208959727862553,0.2218,A',CC-stretch/CH-ip (7.7 um),3,2.132
1106,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1348.8,0.1412,1345.552,1388.4552677742236,0.9691,1,5.0817,0.7060090227390838,0.0697,A',CC-stretch/CH-ip (7.7 um),4,3.248
1107,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1038.2,0.1316,1041.387,1063.290790279763,0.9794,0,10.3998,1.0170249874015138,0.1426,A',ring / CH-ip (9-10.5 um),2,-3.187
1108,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",904.5,0.0916,896.0263,914.872677149275,0.9794,0,10.5044,1.0213712510179418,0.144,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,8.474
1109,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",575.7,0.0858,575.4739,587.5780069430263,0.9794,0,10.1834,1.007892803021335,0.1396,A',low / skeletal,3,0.226
1110,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1627.5,0.0754,1625.9768,1677.8214838509955,0.9691,1,6.8872,0.8380426948098016,0.0944,A',CC-stretch (6.2 um),2,1.523
1111,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1134.3,0.0644,1128.2665,1164.2415643380457,0.9691,1,5.9163,0.7720501878132296,0.0811,A',CH-ip-bend (8.6 um),3,6.034
1112,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",856.3,0.0637,859.1394,877.2099244435368,0.9794,0,4.7061,0.6726611512689805,0.0645,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-2.839
1113,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1584.6,0.0627,1581.8823,1632.321019502631,0.9691,1,2.3727,0.3752428302607701,0.0325,A',CC-stretch (6.2 um),4,2.718
1114,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",550.6,0.0553,553.8286,565.4774351643864,0.9794,0,3.671,0.5647843845039867,0.0503,"A""",low / skeletal,3,-3.229
1115,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1551.2,0.0551,1549.8916,1599.310287895986,0.9691,1,9.6349,0.9838472115007022,0.1321,A',CC-stretch (6.2 um),2,1.308
1116,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",468.9,0.0533,473.6806,483.6436593832959,0.9794,0,2.1894,0.34032511374829194,0.03,"A""",low / skeletal,2,-4.781
1117,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1052.3,0.0501,1060.0421,1082.3382683275472,0.9794,0,4.5858,0.6614151099686176,0.0629,A',ring / CH-ip (9-10.5 um),2,-7.742
1118,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",802.3,0.0494,798.0758,814.8619562997753,0.9794,0,3.8555,0.5860807074609026,0.0528,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,4.224
1119,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1463.6,0.0464,1459.1013,1505.625116087091,0.9691,1,2.6532,0.42376998862633874,0.0364,A',CC-stretch/CH-ip (7.7 um),5,4.499
1120,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1148.4,0.0422,1148.7096,1185.3364977814467,0.9691,1,1.7566,0.2446728784161102,0.0241,A',CH-ip-bend (8.6 um),4,-0.31
1121,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1476.6,0.0408,1473.6597,1520.6477143741615,0.9691,1,1.5497,0.19024763303819628,0.0212,A',CC-stretch/CH-ip (7.7 um),4,2.94
1122,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1304.7,0.04,1308.6263,1350.3521824373129,0.9691,1,1.5529,0.1911434899548985,0.0213,A',CC-stretch/CH-ip (7.7 um),3,-3.926
1123,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1201.5,0.0383,1202.3154,1240.6515323496028,0.9691,1,2.7303,0.43621036908705463,0.0374,A',CH-ip-bend (8.6 um),1,-0.815
1124,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",618.7,0.038,620.102,633.1447825199101,0.9794,0,5.0408,0.7024994666070704,0.0691,A',low / skeletal,2,-1.402
1125,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1311.0,0.0358,1322.1426,1364.299453100815,0.9691,1,5.163,0.7129021250472227,0.0708,A',CC-stretch/CH-ip (7.7 um),3,-11.143
1126,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1261.9,0.029,1259.6808,1299.8460427200496,0.9691,1,5.3095,0.7250536251370061,0.0728,A',CC-stretch/CH-ip (7.7 um),2,2.219
1127,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",814.9,0.024,812.6215,829.7136001633653,0.9794,0,1.9859,0.2979573758101091,0.0272,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),2,2.279
1128,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",965.3,0.0239,958.7313,978.89656932816,0.9794,0,2.0613,0.3141412032605709,0.0283,A',ring / CH-ip (9-10.5 um),2,6.569
1129,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",622.7,0.0235,624.0694,637.1956299775372,0.9794,0,1.2598,0.10030160401385385,0.0173,A',low / skeletal,2,-1.369
1130,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1008.1,0.0226,1000.6154,1021.661629569124,0.9794,0,1.571,0.1961761850399733,0.0215,A',ring / CH-ip (9-10.5 um),1,7.485
1131,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1111.2,0.02,1102.9649,1138.1332163863378,0.9691,1,1.0687,0.028855809390444003,0.0146,A',CH-ip-bend (8.6 um),2,8.235
1132,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",957.8,0.0193,944.5239,964.3903410251174,0.9794,0,3.4561,0.5385863000163126,0.0474,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,13.276
1133,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1172.6,0.0187,1169.6847,1206.9803941801672,0.9691,1,1.4907,0.1733902514651952,0.0204,A',CH-ip-bend (8.6 um),4,2.915
1134,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",563.4,0.018,564.4089,576.2802736369206,0.9794,0,1.9075,0.28046454662691805,0.0261,"A""",low / skeletal,3,-1.009
1135,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1238.8,0.0176,1237.185,1276.6329584150242,0.9691,1,3.4278,0.5350154744441926,0.047,A',CH-ip-bend (8.6 um),2,1.615
1136,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",700.7,0.0152,699.4086,714.1194608944251,0.9794,0,1.3942,0.14432507840048833,0.0191,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),3,1.291
1137,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1162.8,0.0152,1160.877,1197.8918584253431,0.9691,1,1.6162,0.2084951024298374,0.0222,A',CH-ip-bend (8.6 um),3,1.923
1138,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",684.4,0.0135,681.6511,695.9884623238718,0.9794,0,1.2984,0.11340850681817546,0.0178,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),2,2.749
1139,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",895.0,0.0104,917.761,937.0645293036551,0.9794,0,2.693,0.43023635341151045,0.0369,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-22.761
1140,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1288.8,0.0081,1292.7864,1334.0072231967806,0.9691,1,6.3223,0.8008750997372466,0.0867,A',CC-stretch/CH-ip (7.7 um),3,-3.986
1141,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",783.4,0.0074,780.9561,797.3821727588319,0.9794,0,1.6956,0.22932340789618344,0.0232,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),5,2.444
1142,833,C21H13N,0,21,13,1,1,0,0,12,1-A',,10.1016/j.saa.2017.03.044,"dibenz[a,c]acridine",1329.2,0.0044,1341.9653,1384.7542049324115,0.9691,1,8.2817,0.9181194943739959,0.1135,A',CC-stretch/CH-ip (7.7 um),4,-12.765
